title,date,content,link
Words of Thanks from a Codeup Mom - Codeup,"Aug 14, 2018 ","Words of Thanks from a Codeup Mom
Aug 14, 2018 | Alumni Stories


Words of Thanks from a Codeup Mom
We’d like to share an anecdote of thanks from the proud mother of recent grad, Cory Rodriguez:
“I wanted you to know that I was thrilled to be a part of the Demo Day presentations. My son, Cory, and his friend, Frank, have been jump started into a career that will lead them into the future. As long as they stay abreast on the latest technology, they can rest assured that they will always have a career in web development.
You were all I heard about last year and this year and I love you for doing this. Not only did they learn the skills to be a web developer, but you also included the other ingredients that come from lessons you learn in life. They totally went full circle in this course and no college would have given these guys what you have.
I cannot say thank you enough for being kind and understanding and knowing what it is really like after you have earned your degree and what really happens once you are out in the real world!
Your class stands out among the rest. It’s a new idea and a wonderful concept and I hope Codeup will continue many years into the future. God bless you Michael!”
Congrats Cory and Frank, we’re proud of you as well!",https://codeup.com/alumni-stories/words-of-thanks-from-a-codeup-mom/
Advice for Programmers - Codeup,"Aug 14, 2018 ","Advice for Programmers
Aug 14, 2018 | Full Stack Web Development, Tips for Prospective Students


Advice for Programmers
As our most recent cohort flies the coop, they leave us with a plethora of wise words for aspiring and experienced programmers alike:
“Work together as much as possible.”
“When you’re stuck on something, don’t be afraid to walk away, take a break, and come back.”
“Read the documentation.”
“Everything builds on the foundation.”
“Ask questions! Don’t be afraid to ask questions.”
“Ask questions even if you think you’ve got it!”
“Take advantage of all the resources available to you.”
“This is all about cooperative and collaborative learning.”
“Accept the confusion. It’s all part of the process.”
“Break everything! Break your code! It’s a great way to learn how things work and how to fix stuff. Don’t be afraid to break things.”
“Leave good comments in your code. You’ll thank yourself later.”
“Working together starts with getting to know each other.”
What are some words of wisdom you’ve gathered from the workplace?",https://codeup.com/web-development/advice-for-programmers/
Women's Scholarship Recipient: Stephanie Riera - Codeup,"Aug 14, 2018 ","Women’s Scholarship Recipient: Stephanie Riera
Aug 14, 2018 | Alumni Stories


Women’s Scholarship Recipient: Stephanie Riera
Congratulations to Stephanie Riera! She will be the recipient of the first women’s scholarship for our November Bootcamp. Stephanie will be getting 50% off of tuition.
I would not have the opportunity to learn programming in such a short amount of time if it were not for this scholarship opportunity. Now I have the means to start a new career with a renewed set of skills that are currently in demand. Becoming a programmer means I can take on any cool project or perhaps a business idea and see it come to fruition. It also means I can embed my creativity in the process, which is awesome, because I’m a stickler for details.
Way to go, Stephanie – we’re pumped to have you in our upcoming class, and we can’t wait to see you in the Codeup classroom!",https://codeup.com/alumni-stories/womens-scholarship-recipient-stephanie-riera/
Hire Tech Talent - Codeup,"Get matched with Full-Stack Web Developers, Data Scientists, and Cloud Administrators trained in the most in-demand skills, for free.","Hire Pre-vetted Tech Talent
Get matched with Full-Stack Web Developers, Data Scientists, and Cloud Administrators trained in the most in-demand skills, for free.










Diversify
Diversify your talent with a candidate pool that is 30% veterans, 25% women, and 50% minorities








De-Risk
It’s free to hire from us, and if it doesn’t work out with our developers or data scientists, we pay you with our two-week Salary Refund Guarantee.






}

Fast Track
Stop spending hours sifting through resumes. Only interview candidates we’ve handpicked for you.








Start Hiring Today



Search Alumni








made by employers, for employers
It shouldn’t be so hard to hire tech talent. Now, you can stop wasting time in disappointing interviews, stop paying for recruiters, and start hiring confidently from a company that gets it. Codeup is a career accelerator made by employers, for employers. Top companies and industry leaders help us build and evolve our curriculum. We then match you with rigorously pre-vetted candidates trained and experienced in the most in-demand skills, for free.











Get matched with pre-vetted candidates that have the skills your team needs, including:







Full Stack Web Development
HTML, CSS, BootstrapJavaScript & jQueryJava, Spring, MySQL



Data Science
Python with Pandas, Matplotlib, SeabornApplied statistics, SQL, Tableau, Git, Jupyter NotebooksApplied Machine Learning: regression, clustering, classification, anomaly detection, time series analysis





Cloud Administration
Network FundamentalsLinux System Administration Amazon Web Services (AWS) Cloud Application ArchitectureWindows Administration








Trusted By National Brands
From large companies to small startups, brands everywhere love hiring from Codeup.
































































CHRIS LOWE
Engineering Manager
USAA









MAINAK BARDHAN
Senior Manager
ACCENTURE







What’s the Catch?
It’s free, the talent is diverse, pre-vetted, and pre-qualified, we matchmake based on your specific needs, and refund your payroll if you let go of a web developer or data scientist within two weeks. No recruitment fees, no placement fees, no obligations. No catch. Stop wasting money on recruiters and let’s revolutionize your hiring process today.







Learn More






Codeup’s Placement Team Continues Setting Records
Nov 19, 2021 | Codeup News, EmployersOur Placement Team is simply defined as a group that manages relationships with our employer partners and our graduating students to help get our graduating students hired. Last quarter the Placement Team helped 48 students get hired to life-changing careers in tech....
read more



How to Hire for the Long Haul; We’ve Got Your Back
Apr 1, 2021 | Codeup News, EmployersWe’re preaching to the choir to say that recruiting, hiring, and training employees costs companies a lot of time, energy, and money. Similarly, losing existing employees causes incalculable losses on institutional knowledge and team morale. Given that 71% of recent...
read more



Do You Know Who You’re Hiring?
Mar 23, 2021 | Codeup News, EmployersHiring developers is always a lottery - it’s just a question of what kind of odds you play with. Until we perfect cloning (which I hear our Data Science side of the house is working on…), you will always face the variability and risk of bringing on new talent....
read more











Start Hiring Confidently Today
Stop wasting time and money. Start hiring confidently with a customized, de-risked process. Drop your info below and you’ll have a new hire in no time!",https://codeup.com/employers/how-to-hire-a-programmer-in-san-antonio/
Top 3 Reasons to Attend Codeup Demo Day - Codeup,"Aug 14, 2018 ","Top 3 Reasons to Attend Codeup Demo Day
Aug 14, 2018 | Codeup News, Tips for Prospective Students


Top 3 Reasons to Attend Codeup Demo Day
 
Why attend the next Codeup Demo Day? Here are 3 great reasons:
1) It’s a reverse job fair.
Employers, it’s your turn to relax, socialize, and be wow’d while our students do the hard work of showing off their capstone programming projects. Come and enjoy some refreshments while our web developers do their best to catch your eye!
2) It’s the perfect place for networking.
How would you like to be in a super cool space brimming with local tech and business professionals? Who knows, there might even be one or two people from the mystical land of Austin.
3) It’s a great way to support Codeup students.
Our students have been programming their tushes off for weeks, and all of the classroom hours, coding exercises, and group activities will finally culminate in this one epic event. Feel free to bring friends and family!
Convinced? Quick! RSVP below!
 
Need more convincing? Quick! Contact us here!
(Curious about Codeup in general? Our home page eagerly awaits you.)",https://codeup.com/codeup-news/top-3-reasons-to-attend-codeup-demo-day/
Where Kids Can Learn to Code in San Antonio - Codeup,"Aug 14, 2018 ","Where Kids Can Learn to Code in San Antonio
Aug 14, 2018 | Codeup News


Where Kids Can Learn to Code in San Antonio
 
Programming can be fun for kids and helps develop essential skills they’ll be using their whole lives. According to a study on the cognitive effects of learning and computer programming, when kids learn how to program, they’re not just learning a programming language, they’re “gaining powerfully general higher cognitive skills such as planning abilities, problem-solving heuristics, and reflectiveness on the revisionary character of the problem solving process itself.” Through learning code, kids are learning to learn. Coding will be an important skill for the next generation, who will be more connected to the web than any of their predecessors. Here are a few great programs for kids and teens in San Antonio:
San Antonio Youth Code Jam is an annual, semi-unstructured event backed by the 80/20 Foundation, Rackspace Hosting, SAStemic and other sponsors that help keep this event free. Kids bring their own laptops and other tech gear to have a day of code exploration. A collaborative environment allows kids to meet other kids who like the same things they do while learning from each other. Webmaking and digital literacy are developed through fun drag-and-drop games or more involved personal projects. Until the next event, check out their list of digital resources.
Branching off of the regular Codeup programs, Codeup Teens gives high school students the chance to learn something often left out of traditional school curriculum. Every 4th Saturday of the month at Geekdom they can get an afternoon of instruction with the Codeup staff. Students usually work on web technologies like JavaScript or Scratch, but the team will always make accommodations based on the student’s skill set. TurnerLogic CodeKids runs a similar program for middle school students.
SAStemic is vital to San Antonio’s technology environment. They advocate to fill the wide spread need for STEM education in schools and communities. Initiatives like Geekbus provide a traveling makerspace filled with 3D printers, robotics, and other electrons for exploring. Schools get access to STEM experiences without having to buy equipment or leave the classroom. Other programs prepare students for national competitions like the National Youth Cyber Defense Competition and the Alamo First robotics competition. Hopefully with continued efforts from SAStemic, San Antonio will see strong STEM programs in every school.
The tech community continues to give opportunities specifically for women; Girls Inc. inspires little ladies to pick up a computer and start writing code. They just kicked off a program in San Antonio partnering with Made with Code to give San Antonio girls a safe place in an industry dominated by boys. In a collaborative space, girls make friends, code 3D printed bracelets, and program avatars to dance across their screens.
Teaching kids to code enables youth to learn the process of learning itself, which puts them at a huge advantage amongst their peers in continuing education. With programs for every gender, tech savvy level, and age group alike, there are so many opportunities for kids in San Antonio to start coding.",https://codeup.com/codeup-news/where-kids-can-learn-to-code-in-san-antonio/
Where to Learn to Code in San Antonio - Codeup,"Aug 14, 2018 ","Where to Learn to Code in San Antonio
Aug 14, 2018 | Full Stack Web Development


Without any background knowledge it’s easy to end up in the wrong level of instruction, learning the wrong code, at the wrong time. Whether it’s a full-fledged degree or a 3-month bootcamp, there’s an array of opportunities for aspiring programmers in San Antonio.
The most traditional route to a programming education is enrolling in a university or community college. Almost all of the major universities in San Antonio, including The University of Texas at San Antonio, Trinity University, and Texas A&M San Antonio offer a degree in computer science. The Alamo Colleges also has associates degrees in computer science and certificates in related subjects like C++ , Linux, SQL and Java. Attending a university is expensive; tuition at these schools usually runs from about $10,000 to $60,000 a year, which can quickly add up to an unmanageable amount after four years. Two years of core curriculum filled with history, math, and science is also required before students start learning how to code. Sometimes an employer will require a degree before they look at programming skills, so this path is advantageous to those who need that piece of paper.
There are programs in San Antonio teaching necessary programming skills that are less expensive and less time consuming than the traditional university route. Local tech giant Rackspace Hosting started Open Cloud Academy to give San Antonians a hands-on learning experience. Learning tracks include Linux Sys Admin and Network Operations. They have plans to add Software Development in the future. The courses are usually six to eight weeks long and cost around $4,000. Codeup is another great way to learn programming with a focus on Web Development. In twelve-weeks students go from non-techie to talented web programmer for between $9,875 to $13,900. Both programs offer special incentives for the ladies who want to learn how to code. There’s a huge lack of diversity in the tech industry and they’re looking to close the gap. Codeup offers 50% off tuition for several ladies each cohort and Open Cloud Academy gives out 20 scholarships for women participating in Linux for Ladies.
Free less extensive classes are also available for teens and vets. Codeup Teens lets high school students get a taste of what being a programmer is all about, without having to pay a cent. The same opportunities are offered for veterans and active duty military through Codeup Vets. Younger kids can try out Made With Code for a basic and fun introduction to coding. Other single-day events include the very popular SA Code Jam for kids of all ages and the School’s Out Hackathon run by actual high school students for high schoolers.
San Antonio has a vibrant up-and-coming tech scene with lots of opportunities to get involved. Universities deliver a structured learning environment and degrees many employers are looking for. Bootcamps are perfect for those who want to learn quickly and start working. Either way, programming is a valuable and profitable career path worth considering.",https://codeup.com/web-development/where-to-learn-to-code-in-san-antonio/
Codeup Success Story: Nathaniel Medrano - Codeup,"Aug 14, 2018 ","Codeup Success Story: Nathaniel Medrano
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Nathaniel Medrano
See how our program helped change Nathaniel’s life.",https://codeup.com/alumni-stories/codeup-success-story-nathaniel-medrano/
Codeup Success Story: Joseph Villafranca - Codeup,"Aug 14, 2018 ","Codeup Success Story: Joseph Villafranca
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Joseph Villafranca
See how our program helped Joseph Villafranca.",https://codeup.com/alumni-stories/codeup-success-story-joseph-villafranca/
Codeup Success Story: Jaime Velasco - Codeup,"Aug 14, 2018 ","Codeup Success Story: Jaime Velasco
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Jaime Velasco
Watch the video below for insights on how our program helped make a difference in Jaime’s life.",https://codeup.com/alumni-stories/codeup-success-story-jaime-velasco/
Codeup Success Story: Cole Reveal - Codeup,"Aug 14, 2018 ","Codeup Success Story: Cole Reveal
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Cole Reveal
Watch the video below for how our program helped make a difference in Cole’s life.",https://codeup.com/alumni-stories/codeup-success-story-cole-reveal/
Codeup Success Story: Izzy Rodriguez - Codeup,"Aug 14, 2018 ","Codeup Success Story: Izzy Rodriguez
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Izzy Rodriguez
 
Watch the video below for insights on how our program helped make a difference in Izzy’s life.",https://codeup.com/alumni-stories/codeup-success-story-izzy-rodriguez/
Codeup Success Story Video: Leslie Tolbert - Codeup,"Aug 14, 2018 ","Codeup Success Story Video: Leslie Tolbert
Aug 14, 2018 | Alumni Stories


Codeup Success Story Video: Leslie Tolbert
 
Watch the video below for insights on how our program helped make a difference in Leslie’s life.",https://codeup.com/alumni-stories/codeup-success-story-video-leslie-tolbert/
Codeup Success Story: Ryan Orsinger - Codeup,"Aug 14, 2018 ","Codeup Success Story: Ryan Orsinger
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Ryan Orsinger
 
Watch the video below for insights on how our program helped make a difference in Ryan’s life.",https://codeup.com/alumni-stories/codeup-success-story-ryan-orsinger/
Codeup Success Story Video: Caitlin Daily - Codeup,"Aug 14, 2018 ","Codeup Success Story Video: Caitlin Daily
Aug 14, 2018 | Alumni Stories


Codeup Success Story Video: Caitlin Daily
Watch the video below for insights on how our program helped make a difference in Caitlin’s life.",https://codeup.com/alumni-stories/codeup-success-story-video-caitlin-daily/
Coding Bootcamps Should Publish Verifiable Results - Codeup,"Aug 14, 2018 ","Coding Bootcamps Should Publish Verifiable Results
Aug 14, 2018 | Codeup News, Tips for Prospective Students


Coding Bootcamps Should Publish Verifiable Results
 
If you’re going to promise things to customers, you should back it up with detailed data. Want to know if an educational program is working? Ask for data about individual students and their outcome. If a program, college or school isn’t willing to provide that — run the other way.
When we started Codeup, Chris, Jason and I decided to question conventional thinking about education. While the common practice is to withhold real, verifiable data about outcomes, we decided we should be open about results so our applicants can make educated decisions.
We do just that here.
23 out of 27 from our May class are working. Our August class just finished up and is out finding early success in the job market.
Come see us. We think you’ll be blown away.
Michael",https://codeup.com/codeup-news/coding-bootcamps-should-publish-verifiable-results/
Success Story: Joseph Villafranca - Codeup,"Aug 14, 2018 ","Success Story: Joseph Villafranca
Aug 14, 2018 | Alumni Stories


Success Story: Joseph Villafranca
Here’s Codeup student and grad Joseph Villafranca telling us his story about going from yogurt shop manager to employed programmer. Go Joseph!",https://codeup.com/alumni-stories/success-story-joseph-villafranca/
Codeup Success Story: Brandon Beidel - Codeup,"Aug 14, 2018 ","Codeup Success Story: Brandon Beidel
Aug 14, 2018 | Alumni Stories


Codeup Success Story: Brandon Beidel
Brandon Beidel is a graduate of our first class. He’s now working at Labatt Food Service as a Developer. Hear Brandon’s story in the interview video below.

Know someone that should be like Brandon? Send them to Codeup.com and check us out.",https://codeup.com/alumni-stories/codeup-success-story-brandon-beidel/
How Does a Coding Bootcamp Measure Success? - Codeup,"Aug 14, 2018 ","How Does a Coding Bootcamp Measure Success?
Aug 14, 2018 | Tips for Prospective Students


How Does a Coding Bootcamp Measure Success?
Yesterday, I ran into the great Alan Weinkrantz (alanweinkrantz.com).
We talked about Codeup briefly and I shared the success of the first cohort with him: 23 received job offers with good benefits and salary already. They’re out doing meaningful stuff.
Alan asked, “How much are they earning in total as a class?”
I did the math: a bit over $1,100,000 in annual, new compensation was generated by just this first 3-month class. That’s all new tech workers out making a living here and elsewhere.
How do you impact a community? We do it a million dollars at a time.
I like this number. And we’re going to do it three times in just our first year.
Michael",https://codeup.com/tips-for-prospective-students/how-does-a-coding-bootcamp-measure-success/
5 Tools Every Programmer Should Use - Codeup,"Aug 14, 2018 ","5 Tools Every Programmer Should Use
Aug 14, 2018 | Full Stack Web Development


5 Tools Every Programmer Should Use
Every trade has tools that are needed to do work, and this is especially true in computer programming. One could probably use notepad and save their code to a floppy disk, but tools have evolved to be much more functional and a pleasure to use. The cool thing about programming is that there is always room to grow and improve; the same comes into play with learning new tools. Here are five tools every programmer should use when coding.
Great Text editor
Several of the editors that I stick close to are the Sublime Text, Textmate, and Vim. I tend to lean more towards Vim only because I have become used to its commands and the lack of mouse usage. Plus, you get bragging rights just about everywhere you go. Sometimes, I need to sift through list of data or do some front end work, so I tend to use Sublime Text. Textmate was my previous editor and is now open source, so I included it for your consideration.
REPL program
Another great tool when you are learning a new language or testing stuff out is a great REPL tool for that language. REPL stands for Read-Eval-Print Loop. You can run the languages’ syntax through its provided REPL, giving you a better understanding of how the code works. Below is a list of REPLs I have used in the past:

PHP $ php -a
PHP psysh
Ruby $ irb
Rails $ rails
Javascript in the Chrome console

Great browser
I listed the Chrome inspector for Javascript as a possible REPL program. Having a good browser helps when developing. Using Chrome’s inspector for console.log has saved my life many times. It is a great way to debug and helps when you are trying to find your way through the flow. Using breakpoints help when following data flow throughout your code, as well.
Chrome also has numerous extensions that allow users to customize their experience, and there are some great extensions made for developers. If you are interested in building your own extensions, Google offers some great documentation to make that work. Overall, Google Chrome has a lot to offer for developers working on the web.
Database tools
“I love to run SQL statements and combine SQL statements on top of other SQL statements”, said no one ever. Below is a list of nice to use GUI tools for database management:

Sequel Pro for mac (free and by far the best one out there)
SQL Editor (for database planning, hefty 79.00 price)
pgAdmin (free and for Postgres)
PG Commander ($39.99 for Postgres)

Rubber duck
Last, but not least, I believe every programmer needs a rubber duck.
Talking code out loud or explaining usually leads to the solutions you need for your code. Too often I would call or message a mentor of mine and talk to them about my code, and a solution would come to me in mid sentence. This gives my mentor the ability to ask “Did you just rubber duck me?” which is an awkward question in itself. Talking code out with a rubber duck before bothering a mentor will save you more than it will make you feel strange.
Find the tools that make you code productively and build you into a better programmer. What are your favorite tools?
Have questions? Contact us!",https://codeup.com/web-development/5-tools-every-programmer-should-use/
Why a Recent Grad Should do Codeup - Codeup,"Aug 14, 2018 ","Why a Recent Grad Should do Codeup
Aug 14, 2018 | Tips for Prospective Students


Why a Recent Grad Should do Codeup
Our newest hire, Rafa, has recently finished his third year in college, studying Computer Science. He came on our team because he is interested in entrepreneurship and our instruction methods and he believes that our environment is a great place to learn how to code.
He wrote a guest blog to discuss why a recent grad should do Codeup:
Codeup is a comprehensive programming bootcamp teaching non-programmers web development. Anybody who is interested in web development stands to learn and practice a great deal of skills during the course.
Personally, I have recently completed my junior year at Arizona State University, where I am majoring in Computer Science. In the classroom, I have learned a lot about all the different types of sorts, running times, different software architectures, and so on. However, what I have not learned is how to effectively develop a web application. This is where the knowledge gained during college studies differs from the knowledge gained during the Codeup course.
Codeup teaches people how to develop a web application and everything that this entails. Additionally, the teacher to student ratio at Codeup is vastly improved over the teacher to student ratio at many schools. Codeup has 2 or 3 instructors for 28 students, whereas in college courses where there is only 1 teacher and a few teacher assistants for a 70 plus person class. At Codeup, the focus is on the students instead of on the school football team, meaning that the curriculum is based on the performance of the students, and it is designed to push them further. The environment at Codeup is great in which to learn how to code.
Additionally, the Codeup course teaches the students a variety of professional skills with the purpose of helping the students get hired after the course. The Codeup team is so confident in the course that they offer a job guarantee. If a student does not receive a good job offer within 6 months of completing the course, the course tuition will be refunded. The idea is that if students cannot succeed after the class, Codeup does not succeed, so they work hard to make certain students can find employment at great businesses.
If you have graduated from college recently, with or without a CS degree but do not feel like you currently have a market-ready skillset, then Codeup is definitely something that you should take a look at. At the end of the course, you will be able to fully develop a web application. This, in combination with the variety of professional skills learned throughout the course, will make you an attractive employee to a wide variety of companies.
Thank you, Rafa, for writing this blog. Want to take his advice? Apply now, be a developer in 6 months!",https://codeup.com/tips-for-prospective-students/why-a-recent-grad-should-do-codeup/
How we Got Non-programmers to Fizzbuzz in Less Than a Week - Codeup,"Aug 14, 2018 ","How we Got Non-programmers to Fizzbuzz in Less Than a Week
Aug 14, 2018 | Codeup News, Tips for Prospective Students


How We Got Non-programmers to Fizzbuzz in Less Than a Week
We are about to begin our fourth week of Codeup, and the students are currently learning about HTML and how it works with PHP. In three full weeks, our students have learned more about programming in general than most people who start learning on their own. During the first week of instruction, we get our students right to coding. At the end of that week, we have them develop simple programs in command line.
We begin our instruction with an introduction to the command line and the interactive shell. In a future blog post, we will discuss more about what type of environment our students are working with and how to set it up on your computer. For now, we are using Vagrant to boot into our virtual machine in order to make sure all the students are using the same version of PHP and other software. In the interactive shell, students are introduced to PHP and experiment with code there.
From there, we teach students the fundamentals of programming, such as data types and control structures. In PHP, there are multiple data types, so at the beginning, we focus on scalar data types. Afterwards, we challenge our students with arrays and how they can hold other scalar data types along with other arrays.
We also discuss variables, logical and comparison operators, and type juggling to give students a better understand of how variables and the data types variables store can be manipulated using PHP. All the while, we are giving students real world examples of how these fundamentals can be used. This is to keep in their mind that a strong understanding of the fundamentals will lead to a better programming experience. Along with variables and type juggling, we also introduce students to PHP functions, such as echo, var_dump, and print_r, to help them understand how debugging works and to see what their variables and data types look like as PHP is evaluating them.
Toward the end of the week, we talk to our students about loops, such as while, do-while, and for loops. With this knowledge, the students are able to move through loops and have code working within the loops to have specific outputs.
We spend some time each day lecturing, but the majority of the time, students are coding through assigned exercises. They have instructors and fellows moving about the classroom ready to help them if they have a question. We want to make sure students get as much personal attention as possible with our unprecedented teacher-student ratio.
By the end of the week, the students have a strong understanding of how variables work, how math works in PHP, what control structures are and how to use them, what are the data types in PHP, and how to use loops. We challenge them to build FizzBuzz, which is a simple command line application that uses these fundamentals in a real way.
FizzBuzz, for those of you who do not know, is a program that prints out a set of numbers, normally from 1 to 100. For every number that is divisible by 3, the computer prints the word “Fizz” instead of the number. For every number that is divisible by 5, the computer prints out the word “Buzz” instead of the number. Lastly, for every number that is divisible by both 3 and 5, the computer prints out “Fizzbuzz.” There are a number of ways to do it, but the knowledge of the fundamentals of programming is imperative.
Interested in learning how to “FizzBuzz,” a common technical task in interviews? Become a developer with Codeup! Apply now!",https://codeup.com/codeup-news/how-we-got-non-programmers-to-fizzbuzz-in-less-than-a-week/
Student Blog - Josue Plaza - Codeup,"Aug 14, 2018 ","Student Blog – Josue Plaza
Aug 14, 2018 | Alumni Stories


Student Blog – Josue Plaza
 
Josue Plaza is a student in our current cohort, codenamed “Badlands.” He has a creative background and writes music for video games. We’re very happy to have him be a part of our class. He recently wrote a blog for us about why he wants to do Codeup:
About two weeks ago, I had spent an afternoon planning my summer class schedule at Texas State University. This schedule had to be well-defined, ensuring I would have enough time to commute to San Marcos in the morning then drive back to San Antonio for my day job. It was a painstaking process, but I had finally cultivated the perfect schedule to fit my needs.
However, the morning I learned about Codeup, I dropped all of the summer courses, scaled back the work hours, and enrolled immediately.
Why? What is Codeup? Why am I deciding to stall my college education to take courses in a bootcamp about programming?
At Texas State University, I spent that last three years working at the college radio station. Eventually, I was hired to become the production director in charge of managing a staff of over 30 volunteers and overseeing the production, implementation, and scheduling of all radio spots for airtime. When my term finished, I realized that deep-down in my heart that I loved working there because of the people, but I did not enjoy the work. Naturally, this terrified me. Here I am, roughly 30 credit hours away from a bachelor degree in a field I no longer have an interest in participating. I needed to get a job out of college. What else could a mass communication degree point me towards?
It’s no secret that the computer science industry is booming. We live in a time where we are witnessing ground-breaking innovation in technology on a daily basis.
This has not only altered the world around us, but also how we interact with it and each other. Thirty years ago, maintaining a business was a primarily brick-and-mortar venture. If you had a dream to start selling clothes, you invest in a shop downtown and work harder to become popular in your city. Today, you can create the business from the luxury of your home and reach an exponential amount of customers. You can use tracking analytical tools to find out what items your customers are most interested in, then place advertisements to better tailor their interests. You can supply niche markets with products and be able to sustain yourself. You can even create your own start-up company to satisfy a new and upcoming demand.
The craziest part about the industry is how accessible is it to break in to. Your educational background comes second to your experience and knowledge about development. Because of the rapidly evolving environment, traditional curriculum cannot keep up with the demand for web development related careers. At Texas State University, the most coding-oriented class offered was basic web design (when I return for the fall semester, a new class known as “Coding and Data Skills” will be available).
Codeup is a full-time course that teaches you web development. Plain and simple. They are not an accredited institution with a traditional curriculum, and everything about them is revolutionary. (Editor’s note: As an independent school, Codeup is licensed and regulated by the Texas Workforce Commission, approved by the Department of Veteran Affairs, and audited by the Council for Integrity in Results Reporting.)
Although the class is made up of about 20-30 students, there are at least 3 instructors per cohort that are available to aid the students whenever they need it (a student ratio which absolutely stomps on my university’s 300+ student-per-teacher ratios). They also provide consistent review sessions every day. If you have someplace to be during the weekdays, you can review with other students on Saturdays, all optional but available for any student that needs extra guidance.
At first, I was extremely hesitant to take part in this unusual course structure. However, after my first week, I have become extremely motivated and even excited to finish and pursue a career in this field.
For me, the most important factors are to feel the magic as I begin my programming journey and realize I could be doing this every day if done for a living. The instructors told us once that successful programmers code because they love it. I can say for me that it was love at first sight.
We are looking forward to seeing how he grows as a developer and what he builds in the future! Good luck, Josue!
Bio:
Josue is a 21-year old senior at Texas State University. He was the production director for KTSW 89.9FM college radio station, producing hundreds of radio spots while directing a team of 20-30 volunteer staff. Under his leadership and production experience, the KTSW production department received three first-place awards: 2014 Winner for Best Radio Production (TIPA), 2014 Winner for Best Radio PSA (TIPA), and 2013 Winner for Best PSA for Cyber Security Awareness (South Central NBS). He has a strong passion for music in video games & film. In his free time, Josue produces for bands, singer-songwriters, and hip-hop artists. He also DJs and performs as Ex Gratia with singer-songwriter Kimberly Witthaus.",https://codeup.com/alumni-stories/student-blog-josue-plaza/
Post Codeup Update: Steven Starnes - Codeup,"Aug 14, 2018 ","Post Codeup Update: Steven Starnes
Aug 14, 2018 | Alumni Stories


Post Codeup Update: Steven Starnes
Less than a month ago, we graduated our first cohort of budding web developers and had them show off their web applications to a venue full of potential employers. We have been keeping in touch with our students and have been helping them in any way that we can. Half of the class has already found employment, working for companies like ParLevel Systems, Digett, and Wickley Interactive.
Steven Starnes, a photographer turned web developer, thought it would be a good idea to do an internship for a non-profit to learn different technologies, hone his skills, and give back to his community.
We sent him an email recently and asked him some questions about his post-Codeup life. Here are his answers:

Where are you working now?
I am interning for Haven for Hope.
What are you working on?
I am building applications solving internal and external problems including database issues and website maintenance.
What new technologies will you be exposed to?
I’m working with enterprise level code using the .NET framework, MS SQL, and C#/Razor. I’m using Visual Studio and Team Foundation Server for source control. I am honing my skills with some JavaScript libraries, such as Angular.js, moment.js, and jQuery.
Why are you excited about it?
I am coding in a completely different environment than what was taught at Codeup. The concepts and foundation that Codeup provided is allowing me to rapidly pick up the new environment with ease.
Where do you see yourself next?
I would like to work for a large company, such as Rackspace (applied), SACU, Whataburger, etc. This will be a tougher challenge as their requirements are a lot steeper than most smaller companies or startups. However, I have applied to several smaller companies/startups with no response yet.
What advice would you give other students or potential applicants to Codeup?
Keep your head in the game. If you don’t understand something or you are just getting by, grab an instructor, attend study hall, get to where you understand it. The lessons you learn during the day, when you get home at night, re-type them until you understand them.
Best of luck to Steven Starnes on his journey as a web developer! If you want to keep up with Steven, visit his LinkedIn page here.",https://codeup.com/alumni-stories/post-codeup-update-steven-starnes/
